id,artist_names,track_name,source,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,duration_ms,weeks_on_chart,streams
3Yw09dj3cTXsAzlLjgBfIP,"Drake, JAY-Z",Talk Up (feat. Jay-Z),Cash Money/Drake LP6,B,Major,4 beats,0.759,0.479,0.186,0.0039,5.3e-06,0.302,0.347,-10.65,140.089,195813,3,35637560
3YxCKq3YPnTekAofhaHABZ,MERO,Jay Jay,Groove Attack TraX,A#/Bb,Minor,4 beats,0.712,0.619,0.269,0.594,0.0,0.12,0.579,-8.287,82.101,137587,1,5116889
3Z0oQ8r78OUaHvGPiDBR3W,"Idina Menzel, AURORA",Into the Unknown,Walt Disney Records,A#/Bb,Minor,5 beats,0.323,0.405,0.0413,0.849,0.000544,0.138,0.274,-8.533,145.104,194848,8,55217766
3Z3QhZAZpqwZa1phsbQ3JZ,Chris Rea,Driving Home for Christmas,Rhino,A,Major,4 beats,0.497,0.661,0.0361,0.328,0.000317,0.211,0.894,-9.047,180.225,240213,8,41715679
3Z7CaxQkqbIs1rewKi6v4W,"Tiësto, Charli XCX",Hot In It (feat. Charli XCX),Atlantic Records,G,Major,4 beats,0.748,0.841,0.177,0.00445,1.33e-06,0.0413,0.717,-5.08,123.045,129817,1,6299914
3Z8FwOEN59mRMxDCtb8N0A,"Marshmello, Halsey",Be Kind (with Halsey),Astralwerks,E,Major,4 beats,0.63,0.633,0.0457,0.00776,0.0,0.0541,0.452,-7.088,93.995,172762,32,275592897
3ZBksMOUTbOTIgIwV0RaLg,The Chainsmokers,You Owe Me,Disruptor Records/Columbia,F#/Gb,Minor,4 beats,0.679,0.435,0.0449,0.237,1.54e-06,0.112,0.326,-8.238,89.996,190547,5,3861451
3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,Darkroom/Interscope Records,F#/Gb,Minor,4 beats,0.704,0.225,0.0994,0.902,0.657,0.106,0.243,-14.454,120.006,245426,76,836716365
3ZEno9fORwMA1HPecdLi0R,NF,HAPPY,NF Real Music II,G,Major,4 beats,0.732,0.855,0.0415,0.306,0.0,0.12,0.221,-4.064,106.004,242691,1,8569815
3ZFTkvIE7kyPt6Nu3PEa7V,"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),Epic,A#/Bb,Minor,4 beats,0.778,0.824,0.0707,0.284,0.0,0.405,0.758,-5.892,100.024,218093,2,12105192
3ZG8N7aWw2meb6UrI5ZmnZ,Sech,Relación,Rich Music,G,Minor,4 beats,0.805,0.562,0.105,0.125,4.96e-06,0.148,0.767,-3.117,172.094,184255,27,248888954
3ZQLH6uKCfvgkbnMSVNCQe,Joji,YUKON (INTERLUDE),88rising Music/Warner Records,F#/Gb,Minor,4 beats,0.736,0.71,0.091,0.383,0.0351,0.395,0.0728,-8.497,82.482,141093,1,6792759
3ZVw1HR1QAQoKBygbhG4CE,Lil Wayne,I Love You Dwayne,"Young Money Records, Inc.",B,Minor,3 beats,0.647,0.814,0.941,0.81,0.0,0.445,0.0787,-16.493,140.685,120303,1,5553668
3ZYwSDF9knZI0RVlKR4PHC,"A$AP Rocky, BlocBoy JB",Bad Company (feat. BlocBoy JB),A$AP Worldwide/Polo Grounds Music/RCA Records,G#/Ab,Major,4 beats,0.901,0.529,0.413,0.0679,0.0,0.536,0.343,-7.94,144.941,183809,2,9374886
3ZbJMlEL4Kcme0ONRO7Slx,"Marshmello, Juicy J, James Arthur",You Can Cry,Joytime Collective/Columbia,E,Minor,5 beats,0.491,0.617,0.147,0.0974,0.0,0.27,0.17,-4.545,126.816,194533,2,8813003
3ZdDYeaZzeYnrP4crgXzPk,Shirin David,90-60-111,Juicy Money Records,D,Major,4 beats,0.8,0.628,0.285,0.103,0.0,0.391,0.745,-6.615,143.979,141387,1,5750861
3Zf4GutWZ7Hv3wsVQsSQPs,"Camilo, El Alfa",BEBÉ,Sony Music Latin,E,Major,4 beats,0.862,0.72,0.0361,0.476,0.0,0.0543,0.967,-4.155,129.993,197284,18,28949391
3ZhTT6yjZwpPph5MIJ53XY,"Lil Skies, Landon Cube",Red Roses (feat. Landon Cube),All We Got Ent.,C,Major,4 beats,0.691,0.683,0.0954,0.547,0.0,0.221,0.456,-7.335,140.002,262544,13,56030364
3ZozFqJJlDBNIm4xqxn2ZD,Walker Hayes,Fancy Like,Monument Records,C#/Db,Major,4 beats,0.649,0.76,0.0574,0.114,0.0,0.317,0.843,-6.487,80.018,161853,5,26530388
3Zyk5Vd9WNPNVWxvb0EZTk,"KAROL G, Romeo Santos",X SI VOLVEMOS,Universal Music Latino,C#/Db,Minor,4 beats,0.793,0.78,0.249,0.341,0.0,0.111,0.576,-4.247,178.046,203360,3,45233004
3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Congratulations,Universal Records,F#/Gb,Major,4 beats,0.63,0.804,0.0363,0.215,0.0,0.253,0.492,-4.183,123.146,220293,127,988054874
3a94TbZOxhkI9xuNwYL53b,Red Hot Chili Peppers,Black Summer,Warner Records,C#/Db,Major,4 beats,0.417,0.682,0.0295,0.0267,0.000669,0.109,0.351,-5.071,105.542,232412,1,7943927
3aA6xB0tOilDDX17fIJ0Bl,Doja Cat,Freak,Kemosabe Records/RCA Records,G,Major,3 beats,0.688,0.716,0.0385,0.0969,0.0,0.0989,0.373,-5.702,116.912,284480,1,4736059
3aQem4jVGdhtg116TmJnHz,Drake,What’s Next,OVO,C,Minor,4 beats,0.781,0.594,0.0485,0.0136,0.0,0.162,0.0628,-6.959,129.895,178154,12,130679820
3aUFrxO1B8EW63QchEl3wX,"KIDS SEE GHOSTS, Pusha T",Feel The Love,"Getting Out Our Dreams, Inc./Def Jam Recordings",C,Minor,4 beats,0.58,0.469,0.104,0.126,7.32e-05,0.099,0.369,-5.946,110.573,165053,2,15110834
3aUTkuo4ObA6QPtZSu5NBq,Wisin & Yandel,Reggaetón en lo Oscuro,Sony Music Latin,C#/Db,Major,4 beats,0.744,0.894,0.0769,0.0627,3.71e-06,0.108,0.729,-3.685,92.018,208947,1,4672012
3aW0ds4A4tSQDIp75FqWTo,BTS,FAKE LOVE,BIGHIT MUSIC,D,Minor,4 beats,0.557,0.719,0.0372,0.00267,0.0,0.306,0.344,-4.515,77.501,242334,10,74499528
3aYAAXlB1yvUs5MJ0FI3bh,"Azet, Zuna",Hallo Hallo,KMN Gang,F,Major,4 beats,0.784,0.654,0.283,0.233,0.0,0.163,0.661,-6.674,98.036,166725,1,4888449
3agFBAMPiIvzfTh7a9Udm6,Gusttavo Lima,Nota de Repúdio - Ao Vivo,Sony Music Entertainment,E,Major,4 beats,0.811,0.807,0.1,0.381,0.0,0.977,0.766,-2.681,115.01,164949,6,32946984
3agtg0x11wPvLIWkYR39nZ,Linkin Park,Somewhere I Belong,Warner Records,C#/Db,Major,4 beats,0.451,0.951,0.0645,0.00038,2.39e-06,0.261,0.442,-3.754,162.065,213933,1,4067269
3ao3OVxHlb3C08vAaApUlm,"Luis Fonsi, Ozuna",Imposible,UMLE - Latino,B,Major,4 beats,0.786,0.764,0.0798,0.122,0.0,0.102,0.913,-2.935,90.979,163880,15,116297589
3apeXzypBMnUfYcZYNX6DH,TWICE,I CAN'T STOP ME,Republic Records - TWICE,A#/Bb,Minor,4 beats,0.657,0.88,0.102,0.121,0.0,0.463,0.769,-3.672,150.084,205493,8,52558784
3atCD3dVosUsd3KM2yzfeC,Logic,Grandpa's Space Ship,Def Jam Recordings,C#/Db,Major,5 beats,0.719,0.167,0.889,0.266,0.0,0.152,0.161,-18.942,119.082,122093,1,4248642
3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,One Umbrella Records,F#/Gb,Minor,4 beats,0.645,0.534,0.0479,0.157,0.0,0.0863,0.463,-10.8,105.02,226467,54,468625747
3b5Li4QKDVBx1x7fQuu54a,"Alan Walker, Gavin James",Tired,Kreatell Music,D,Major,4 beats,0.69,0.876,0.059,0.0428,0.0,0.147,0.493,-4.159,123.994,192112,14,57382302
3bH2Eu9A9ymI4UnGHRmoXg,"Ed Sheeran, Elton John",Merry Christmas,Atlantic Records UK,C,Major,4 beats,0.594,0.935,0.0357,0.243,2.36e-06,0.102,0.602,-2.018,113.99,208547,12,61542883
3bH4HzoZZFq8UpZmI2AMgV,John Mayer,New Light,Columbia,G,Major,4 beats,0.828,0.689,0.0326,0.325,0.0384,0.0808,0.853,-7.878,123.931,216015,8,53769537
3bK1zVFBKIzYjmptmI4NsJ,"Ofenbach, Norma Jean Martine",Overdrive (feat. Norma Jean Martine),Elektra France,F#/Gb,Major,4 beats,0.611,0.757,0.03,0.00257,0.0,0.058,0.279,-3.546,126.963,155905,4,33907263
3bMfUUpzUzqWp9II00yRhE,Vince Guaraldi Trio,Christmas Time Is Here,Fantasy Records,A,Minor,3 beats,0.367,0.122,0.0319,0.984,4.37e-05,0.172,0.104,-21.34,75.265,163093,2,10697842
3bNNvJA7hsGw0wSpGkfOBm,Jung Kook,Too Sad to Dance,BIGHIT MUSIC,A#/Bb,Major,4 beats,0.558,0.467,0.0809,0.611,0.0,0.105,0.563,-6.292,100.518,175912,1,12083479
3bWAqKDWg6u1davspr5IkS,"Robin Schulz, James Blunt",OK,WM Germany,G,Minor,4 beats,0.653,0.81,0.0558,0.118,0.0,0.126,0.583,-6.032,121.951,189307,28,161722723
3bidbhpOYeV4knp8AIu8Xn,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,D,Major,4 beats,0.641,0.922,0.0786,0.0291,0.0,0.0862,0.847,-4.457,146.078,258343,15,73661837
3bkkMZEAhx7rTVz1C0itRQ,BTS,Black Swan,BIGHIT MUSIC,D,Minor,4 beats,0.719,0.758,0.0851,0.137,0.0,0.129,0.49,-5.167,147.023,198261,9,28433574
3buwFfY33H32wfZ6X9poV3,Justin Bieber,Somebody,RBMG/Def Jam,D,Major,4 beats,0.551,0.756,0.045,0.000284,9.48e-05,0.118,0.359,-7.679,75.991,179415,1,8912458
3c3XJ9P1BjOtmNXKvdVyHK,Avicii,For A Better Day,Universal Music AB,D,Minor,4 beats,0.631,0.836,0.0343,0.0482,0.139,0.135,0.321,-3.386,134.987,206067,1,5691014
3cBsEDNhFI9E82vPj3kvi3,Morgan Wallen,Wasted On You,Big Loud / Republic,B,Minor,3 beats,0.505,0.657,0.0318,0.373,0.00107,0.126,0.252,-5.24,196.0,178520,4,23398205
3cDyocF0Ibdfs1SFQk5cLZ,Darell,Lollipop,Sony Music Latin,F#/Gb,Major,4 beats,0.822,0.711,0.0668,0.179,1.46e-05,0.083,0.934,-4.943,102.984,199947,12,153787899
3cFsmM51N5zMAuu1nNY4Tw,"Sean Paul, Dua Lipa",No Lie,Universal-Island Records Ltd.,G,Major,4 beats,0.741,0.891,0.119,0.0437,0.0,0.256,0.449,-2.824,102.002,221176,19,77597168
3cJjqvXbFwiWgnuWgoyhPM,Steve Lacy,Dark Red,Three Quarter,F#/Gb,Major,4 beats,0.603,0.784,0.062,0.446,8.32e-06,0.119,0.769,-4.023,172.041,173104,80,23452010
3cNjgVBKTJ1SvKhunrCdVy,Joel Adams,Please Don't Go,"Will Walker Records, LLC",E,Minor,4 beats,0.513,0.768,0.0587,0.0118,1.94e-05,0.294,0.235,-4.868,84.264,210580,2,5782829
3caMfJGFp53NAH2TuigdNj,Galantis,Hunter,Big Beat Records,G,Major,4 beats,0.509,0.712,0.111,0.186,0.0,0.102,0.653,-5.747,99.831,183229,15,59069645
3cg9A9GVyZAT2CPevqWr65,"Ozuna, Anuel AA",Cambio,VP Records Corp/Dimelo Vi,B,Minor,4 beats,0.548,0.542,0.139,0.274,0.0,0.0967,0.649,-6.839,174.043,370492,1,5058290
3cphb8kdsjElYR7r5icK3H,Niall Horan,Nice To Meet Ya,Capitol Records,E,Minor,4 beats,0.591,0.841,0.0304,0.0119,0.0,0.395,0.392,-4.351,109.034,158805,14,94536356
3cqPu20DGTGUoZtbJH2Dmi,Ali Gatie,What If I Told You That I Love You,Warner Records,G,Major,4 beats,0.596,0.366,0.115,0.63,7.04e-06,0.0554,0.229,-11.144,84.394,193668,15,128458623
3dG6tjetoR4GMmUGZUprLt,"Kanye West, PARTYNEXTDOOR",Wouldn't Leave,"Getting Out Our Dreams, Inc./Def Jam Recordings",D#/Eb,Major,4 beats,0.555,0.433,0.546,0.494,0.0,0.313,0.352,-8.559,164.236,205547,2,24394470
3dJj6o9o1fRgrojWjailuz,Linkin Park,Nobody Can Save Me,Warner Records,B,Major,4 beats,0.645,0.688,0.0341,0.0107,0.0,0.186,0.433,-4.749,139.957,225547,1,3274964
3dQDid3IUNhZy1OehIfYfE,Wisin,Vacaciones,Sony Music Latin,F#/Gb,Minor,4 beats,0.772,0.909,0.166,0.256,0.0,0.255,0.694,-3.225,96.031,238800,28,112251106
3dVvWnj4D8JGkKvo6Hucso,"6ix9ine, Nicki Minaj",TROLLZ,Scumgang Records,C#/Db,Major,4 beats,0.744,0.422,0.294,0.0319,0.00011,0.11,0.493,-8.946,180.006,202667,6,50175690
3dWpRjCmaHbroNahuSeX11,"Guaynaa, Nicky Jam, Farruko, Becky G, Sech",Rebota - Remix,Rebota Remix,C,Minor,4 beats,0.885,0.857,0.204,0.205,0.0,0.671,0.818,-2.279,90.025,262000,8,43444022
3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,E,Minor,4 beats,0.566,0.664,0.0464,0.634,0.0,0.116,0.437,-5.303,128.945,241688,132,830542331
3dbLT62Cvs46Ju7a8gpr36,aespa,Savage,SM Entertainment,A,Major,4 beats,0.727,0.879,0.129,0.124,1.17e-05,0.244,0.671,-1.167,146.959,238144,2,12134598
3ddxe0WYUpNPtSnHgQOad5,ABBA,I Still Have Faith In You,Polar Music International AB,F,Major,3 beats,0.207,0.363,0.0306,0.418,5.24e-06,0.128,0.358,-7.296,74.278,310720,1,7059474
3dnP0JxCgygwQH9Gm7q7nb,"Eslabon Armado, Peso Pluma",Ella Baila Sola,DEL Records,F,Minor,3 beats,0.668,0.758,0.0332,0.483,1.89e-05,0.0837,0.834,-5.176,147.989,165671,6,227582925
3drwaFqLSEjqzjNRbjap0R,"Capital Bra, Samra",Nummer 1,Urban,F#/Gb,Minor,4 beats,0.833,0.585,0.223,0.542,7.01e-06,0.0632,0.663,-6.252,96.016,155000,1,6077518
3e6ebtUCZ0tZL1J7wvM8Xi,Lil Nas X,VOID,Columbia,F#/Gb,Minor,4 beats,0.609,0.438,0.0311,0.626,0.00011,0.103,0.176,-8.486,139.875,248407,1,6151453
3e7Y6sfFlIdBMJhX7wpqVO,Logic,44 More,Def Jam Recordings,A#/Bb,Minor,4 beats,0.824,0.584,0.221,0.0718,0.0,0.106,0.219,-7.098,139.965,188600,8,40220442
3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next",Republic Records,C#/Db,Major,4 beats,0.717,0.653,0.0658,0.229,0.0,0.101,0.412,-5.634,106.966,207320,87,593025420
3eJH2nAjvNXdmPfBkALiPZ,Jason Derulo,Acapulco,Atlantic Records,A#/Bb,Major,4 beats,0.774,0.792,0.0523,0.051,0.0,0.155,0.507,-4.021,122.062,139672,17,108449508
3eP13S8D5m2cweMEg3ZDed,Drake,Virginia Beach,OVO/Republic,C#/Db,Minor,4 beats,0.402,0.514,0.0471,0.106,0.0,0.181,0.2,-7.322,120.009,251095,4,55774392
3eR23VReFzcdmS7TYCrhCe,"Kygo, Selena Gomez",It Ain't Me (with Selena Gomez),Kygo,C,Major,4 beats,0.64,0.533,0.0706,0.119,0.0,0.0864,0.515,-6.596,99.968,220781,55,657716663
3eV2WT9YhfzkxbufnBF8wK,"Pop Smoke, Swae Lee",Creature (feat. Swae Lee),Victor Victor Worldwide,G,Major,4 beats,0.794,0.717,0.251,0.0511,0.0,0.195,0.372,-5.73,141.881,202816,1,7308690
3eX0NZfLtGzoLUxPNvRfqm,Taylor Swift,Maroon,Taylor Swift,G,Major,4 beats,0.637,0.398,0.0564,0.0573,1.03e-06,0.101,0.0374,-8.294,108.075,218271,8,164574320
3eZYOQO4UzKrUDYDghtnFw,Ariana Grande,test drive,Republic Records,A,Minor,4 beats,0.698,0.708,0.0454,0.0251,0.0,0.124,0.322,-4.943,115.036,122174,2,17750658
3ebXMykcMXOcLeJ9xZ17XH,"Martin Garrix, Dua Lipa",Scared to Be Lonely,Epic Amsterdam,C#/Db,Minor,4 beats,0.584,0.54,0.0576,0.0895,0.0,0.261,0.195,-7.786,137.972,220883,55,493933128
3edzl4zvKFi0D3iuF6cs2f,"Quavo, 21 Savage",PASS OUT (feat. 21 Savage),Quality Control Music/Motown Records/Capitol Records,B,Minor,4 beats,0.917,0.786,0.208,0.0403,0.0,0.195,0.441,-4.921,143.038,224903,2,15965165
3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,"Bad Vibes Forever, LLC",G#/Ab,Major,4 beats,0.74,0.613,0.145,0.258,0.00372,0.123,0.473,-4.88,75.023,166606,163,1496693200
3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,Cactus Jack/Epic,G,Minor,4 beats,0.598,0.427,0.0317,0.0546,5.83e-06,0.21,0.0605,-8.764,76.469,175721,90,946141341
3ehHqgYRzmeUi345MfHS2N,"Morat, Duki",París,Universal Music Spain S.L.,B,Major,4 beats,0.582,0.804,0.0389,0.0493,0.0,0.0624,0.732,-4.155,138.014,182188,2,13186691
3eqCJfgJJs8iKx49KO12s3,Feid,REMIX EXCLUSIVO,UMLE - Latino,F,Minor,4 beats,0.651,0.557,0.204,0.0358,0.0,0.154,0.711,-5.466,87.063,206947,6,61154342
3f5lA8nnc4YYF1qf78WpHw,"Anuel AA, Romeo Santos",Ella Quiere Beber - Remix,"Real Hasta La Muerte, LLC",G#/Ab,Major,4 beats,0.75,0.665,0.124,0.265,0.0,0.0515,0.697,-3.083,95.239,219357,35,120576417
3fDTzkvrOo5xQIO480Qmsb,Lil Uzi Vert,Suicide Doors,Generation Now/Atlantic,B,Minor,4 beats,0.538,0.783,0.222,0.0113,0.0,0.281,0.553,-2.565,75.388,259080,1,9919312
3fEoJxnPpfIHwFHKiFtqbA,Little Mix,Break Up Song,RCA Records Label,F,Major,4 beats,0.626,0.749,0.0443,0.00515,0.0,0.215,0.6,-5.406,90.033,200299,1,4593343
3fGW43fnu3OHEw6ohTC2Bw,"Anne-Marie, Niall Horan",Our Song,Atlantic Records/Asylum,D,Major,4 beats,0.572,0.759,0.0506,0.127,0.0,0.224,0.519,-4.312,80.95,163733,9,5235335
3fHEwAssCgM4wJYdjT5Ch0,"Anuel AA, Myke Towers, Jhayco",Súbelo,"Real Hasta La Muerte, LLC",F#/Gb,Minor,4 beats,0.625,0.754,0.076,0.17,3.76e-05,0.109,0.746,-4.158,89.888,239797,1,6531653
3fNMgjG8yXaSam46swhz7w,"Trippie Redd, Juice WRLD",KNIGHT CRAWLER,"1400 Entertainment, Inc. / 10K Projects",C,Major,4 beats,0.679,0.769,0.24,0.0537,0.0,0.309,0.424,-3.539,130.094,177231,1,7610829
3fV9z98dnQLSIPIMMJXCm7,"Gemitaiz, MadMan",Veleno 7,Universal Music Italia srL.,F#/Gb,Minor,4 beats,0.806,0.843,0.0601,0.156,1.24e-05,0.363,0.327,-6.237,132.991,173371,1,7235843
3fVnlF4pGqWI9flVENcT28,Taylor Swift,Wildest Dreams,"Big Machine Records, LLC",G#/Ab,Major,4 beats,0.553,0.664,0.0741,0.0709,0.0056,0.106,0.467,-7.417,140.06,220440,2,10869274
3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,DALE PLAY Records / Flakk Team,C#/Db,Major,5 beats,0.627,0.429,0.234,0.238,0.0,0.122,0.565,-8.255,126.426,112572,16,155331041
3fpVWegR6YOS1Yk5HSMYIq,Post Malone,Paranoid,Republic Records,C,Major,4 beats,0.625,0.536,0.0776,0.038,2.31e-05,0.167,0.253,-5.428,159.914,221787,13,131467348
3frUvGrmGcay91lvFbOgsN,"Kygo, Zara Larsson, Tyga",Like It Is,Kygo,C#/Db,Major,4 beats,0.794,0.728,0.114,0.121,8.82e-06,0.227,0.36,-6.759,105.024,183067,9,67810991
3g0mEQx3NTanacLseoP0Gw,"The Chainsmokers, ILLENIUM, Lennon Stella",Takeaway,Disruptor Records/Columbia,D#/Eb,Major,4 beats,0.528,0.511,0.0324,0.126,0.0,0.101,0.351,-8.144,100.1,209880,34,75240019
3g4UyIcQwutiG0TfW32GnX,"Manuel Turizo, Ozuna",Esclavo de Tus Besos,Sony Music Latin/La Industria,F,Major,4 beats,0.805,0.671,0.111,0.113,0.0,0.278,0.522,-5.316,90.979,219302,17,110198680
3gD4J3RUHy4OUuZ3qAiaiG,Ozuna,Caramelo,Aura Music Corp.,F#/Gb,Major,4 beats,0.728,0.806,0.0623,0.0531,0.000301,0.153,0.698,-3.766,168.084,217547,12,150950419
3gOI5aQD4mOMLsP3aWrkon,KAROL G,TUS GAFITAS,Universal Music Latino,G#/Ab,Minor,4 beats,0.821,0.696,0.043,0.315,1.07e-05,0.157,0.566,-5.796,122.005,167787,1,10188274
3gUzi41YOt3VExeyHSLsMj,"thasup, Lazza, Sfera Ebbasta",s!r! (feat. Lazza & Sfera Ebbasta),Thasup s.r.l.,F#/Gb,Minor,4 beats,0.675,0.739,0.0524,0.387,0.0,0.177,0.338,-4.603,149.959,237701,1,5819231
3gWzTnziivUYzqXtnvgN8q,Kanye West,Jonah,Rock The World/IDJ/Kanye LP7,A,Minor,4 beats,0.459,0.431,0.256,0.795,0.0,0.274,0.128,-8.375,177.3,195170,2,22862650
3gdPwk2wyOXNRnTA1KXnEr,Lewis Capaldi,Wish You The Best,Vertigo Berlin,D#/Eb,Major,4 beats,0.676,0.461,0.0304,0.555,0.0,0.0951,0.466,-3.59,107.95,210880,2,8067672
3gdewACMIVMEWVbyb8O9sY,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",EMI,A#/Bb,Major,4 beats,0.601,0.532,0.0286,0.432,6.25e-06,0.0925,0.341,-9.119,136.571,281613,1,4708224
3gfmFoJgmn9LiIj5mV8oSS,"R3HAB, Quintino",I Just Can't,CYB3RPVNK,F#/Gb,Minor,4 beats,0.652,0.595,0.0419,0.162,0.0,0.148,0.303,-6.944,77.538,156000,4,14324209
3ggtU1ZOKO8ZNiqPNyXGcm,Trinidad Cardona,Dinero,Run It Up Records/Island,D,Major,4 beats,0.708,0.782,0.0674,0.00772,0.0,0.107,0.484,-4.687,119.997,160880,11,101665145
3goH7O78TLkV9RhCAyM4AT,Apache 207,Fame,Four Music Local,C#/Db,Minor,4 beats,0.811,0.645,0.104,0.184,0.0,0.103,0.474,-8.008,129.967,173761,4,27296384
3grVoZ10bm2jUGpo7BxpuF,Lil Nas X,DEAD RIGHT NOW,Columbia,C,Minor,4 beats,0.685,0.717,0.0411,0.101,1.87e-05,0.266,0.549,-6.456,127.963,221203,1,9615847
3h1EREJfCwyv6cG7CGak5d,Stevie Wonder,What Christmas Means To Me,UNI/MOTOWN,F,Major,4 beats,0.478,0.542,0.0367,0.244,0.0,0.0839,0.821,-10.135,167.486,147227,3,22768652
3h5TiWTqGxjSjFrbruPFH9,YG Marley,Praise Jah In The Moonlight,YG Marley Music,F#/Gb,Minor,4 beats,0.66,0.727,0.0441,0.128,1.31e-05,0.524,0.418,-4.028,125.023,263040,7,145271110
3h8tI65xdfpQyTAy7Grqwa,"Calvin Harris, Dua Lipa, Young Thug",Potion (with Dua Lipa & Young Thug),Columbia,B,Minor,4 beats,0.824,0.697,0.0473,0.158,4.11e-05,0.0751,0.757,-4.869,99.987,215216,10,6671706
3hB5DgAiMAQ4DzYbsMq1IT,Justin Bieber,Love Yourself,RBMG/Def Jam,E,Major,4 beats,0.609,0.378,0.438,0.835,0.0,0.28,0.515,-9.828,100.418,233720,49,190780738
3hBBKuWJfxlIlnd9QFoC8k,"Maroon 5, SZA",What Lovers Do (feat. SZA),Interscope Records*,F,Minor,4 beats,0.795,0.615,0.0671,0.0786,2.98e-06,0.0855,0.393,-5.211,110.009,199849,41,364119973
3hBXvHLlTHvnbwrPbeoyAj,Bobby Helms,Jingle Bell Rock,Geffen,D,Major,4 beats,0.754,0.424,0.0363,0.643,0.0,0.0652,0.806,-8.463,119.705,130973,17,73994656
3hFG4jR5stnIQJDI64KlJY,Post Malone,A Thousand Bad Times,Republic Records,F#/Gb,Major,4 beats,0.632,0.732,0.092,0.105,1.15e-05,0.111,0.317,-3.498,159.0,221173,1,19204719
3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,D,Major,3 beats,0.544,0.369,0.038,0.969,0.279,0.639,0.102,-9.514,87.01,208212,73,535405134
3hRZsdTF5uyGA2uhNqEuhm,Niall Horan,Too Much To Ask,Capitol Records (US1A),C,Major,4 beats,0.517,0.552,0.039,0.375,0.0,0.106,0.196,-6.401,153.747,223044,5,44712546
3hSV42Sx3dAaYwjOPZgubn,"Peso Pluma, Natanael Cano",CARNAL,Double P Records,F#/Gb,Minor,3 beats,0.667,0.786,0.0393,0.176,0.00107,0.149,0.781,-6.973,135.873,174523,1,7839292
3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,F,Major,4 beats,0.532,0.623,0.0331,0.538,7.28e-05,0.0925,0.403,-9.208,89.937,261923,57,581186408
3hwQhakFwm9soLEBnSDH17,Lana Del Rey,Venice Bitch,Polydor Records,A,Minor,4 beats,0.368,0.286,0.0294,0.913,0.177,0.099,0.312,-13.031,77.826,577199,1,4976405
3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",A,Minor,4 beats,0.485,0.409,0.101,0.325,0.0,0.103,0.376,-10.711,138.419,164571,62,540023925
3i058E8uxTsYqJ5NWZzqSj,Harry Styles,Little Freak,Columbia,D#/Eb,Major,4 beats,0.559,0.535,0.039,0.719,0.000143,0.0954,0.402,-7.723,141.96,202183,7,89397133
3i0FkJYlU4MFfYkjFHXXAM,"Sam Smith, Calvin Harris, Jessie Reyez",I'm Not Here To Make Friends,Capitol Records UK / EMI,C,Major,4 beats,0.698,0.895,0.0628,0.172,1.45e-05,0.409,0.838,-4.439,114.914,229605,4,39747805
3i6sCTU7ENlnHpHvrHUitW,Juice WRLD,Sometimes,Grade A Productions/Interscope Records,G#/Ab,Major,4 beats,0.674,0.58,0.0311,0.0609,0.0,0.159,0.0759,-4.866,121.987,259672,1,7902249
3i9UVldZOE0aD0JnyfAZZ0,"Taylor Swift, Shawn Mendes",Lover (Remix) [feat. Shawn Mendes],Taylor Swift,G,Major,3 beats,0.448,0.603,0.064,0.433,0.0,0.0862,0.422,-7.176,205.272,221307,6,42669291
3iBgrkexCzVuPy4O9vx7Mf,beabadoobee,Glue Song,Dirty Hit,C#/Db,Major,3 beats,0.62,0.409,0.0282,0.77,0.0542,0.105,0.582,-10.146,113.946,135067,1,7914985
3iEqGBZ2wcpVzhiAcwXVC6,The 1975,If You’re Too Shy (Let Me Know) - Edit,Polydor Records,D,Major,4 beats,0.651,0.806,0.0311,0.00399,0.00455,0.0927,0.386,-4.842,125.641,239877,1,4429092
3iPbmpKBMflYd7UjdYftoj,TWICE,Alcohol-Free,Republic Records - TWICE,G#/Ab,Major,4 beats,0.688,0.909,0.0624,0.0474,1.35e-06,0.0674,0.702,-1.992,97.097,210573,5,32410044
3iQOfefMGDVDwo8dZoco8T,"Feid, Justin Quiles",PORFA,JP Entertainment (Jorge Pino),F#/Gb,Minor,4 beats,0.843,0.549,0.164,0.0948,0.0,0.155,0.541,-8.018,83.982,233000,3,20436240
